-36.76178	-50.04699
-38.66010	-54.13518
-40.95025	-57.97588
-43.58935	-55.01415
-42.85824	-44.28077
-41.11832	-44.34473
-43.79942	-51.74941
-45.32847	-53.93098
-45.56476	-63.80343
-45.29298	-59.50847
-42.66429	-59.54967
-42.75639	-56.20964
-41.24992	-43.16192
-40.62679	-41.99779
-39.55350	-41.04573
-39.14195	-40.08680
-39.49146	-37.61819
-38.89395	-36.82570
-39.82118	-39.45424
-40.28835	-44.05359
-39.81905	-44.43657
-40.49754	-46.12415
-39.63940	-50.55400
-37.16340	-77.32048
-36.25992	-55.66992
-36.61707	-59.26248
-37.54475	-79.72344
-38.34302	-61.60914
-40.48428	-71.45334
-40.40614	-66.78265
-39.58799	-59.18483
-39.55409	-49.28776
-40.36479	-47.25798
-42.47899	-41.79671
-44.01717	-40.86439
-47.53037	-41.74896
-46.47526	-42.24015
-44.49197	-41.93352
-44.51684	-44.04022
-43.78500	-48.84437
-44.78605	-80.88041
-44.47098	-49.76041
-43.21753	-48.57124
-39.72745	-70.79390
-40.45292	-50.96931
-41.17990	-51.05984
-43.14123	-55.00425
-43.13321	-57.33418
-42.90759	-50.51917
-41.87294	-49.27962
-41.07872	-51.02182
-42.33637	-47.76513
-44.51928	-48.65497
-42.60847	-55.23387
-41.44631	-63.43129
-40.22968	-54.67726
-39.14036	-44.34832
-38.76195	-38.67075
-38.14274	-37.84652
-37.16669	-40.25235
-38.01567	-41.98334
-40.61766	-40.39573
-43.95573	-37.99148
-45.50855	-36.96790
-44.76613	-37.00955
-41.17196	-38.54987
-39.89513	-42.88057
-38.93433	-56.36087
-39.32893	-58.57602
-41.85202	-58.24831
-44.62197	-48.41379
-45.71260	-41.66540
-46.29879	-40.31955
-46.24401	-39.59827
-47.21249	-39.76406
-49.59478	-38.50957
-45.65205	-37.58504
-42.71468	-37.52230
-42.87999	-37.47301
-43.75480	-39.97416
-47.09428	-50.25252
-43.25465	-46.28938
-41.03196	-40.10522
-39.07040	-40.35076
-38.71476	-43.89196
-38.94872	-47.97031
-41.28203	-52.87590
-44.03824	-58.73836
-43.74284	-58.28733
-40.12117	-54.96762
