-58.23647	-45.29545
-52.94732	-45.08486
-52.23703	-43.62071
-50.50597	-43.85654
-49.32343	-45.58798
-50.56238	-45.13390
-51.53618	-47.60958
-52.60876	-46.44672
-51.11364	-44.76989
-50.57182	-46.30285
-51.84039	-46.11702
-51.99474	-45.08876
-49.67925	-48.74037
-48.46989	-47.06387
-47.79861	-49.76392
-49.21117	-55.69260
-46.92879	-59.31782
-46.10050	-88.81633
-48.17276	-62.93977
-48.52636	-73.72292
-48.39662	-54.08211
-47.52618	-66.60365
-46.67637	-70.42857
-45.72781	-74.58351
-44.41967	-60.14577
-44.02293	-81.95230
-44.46578	-60.63748
-44.11224	-63.38989
-44.71805	-68.31938
-45.04849	-61.15396
-45.68487	-61.55944
-42.91729	-54.08001
-41.94854	-60.15525
-47.24771	-62.13307
-47.50331	-61.19545
-46.79238	-66.65473
-46.04404	-86.45434
-47.06201	-54.78792
-46.95688	-58.75629
-49.89815	-54.97981
-52.98648	-69.92083
-53.37849	-54.05439
-53.20628	-59.38219
-55.02524	-71.91028
-54.30282	-78.09147
-60.92292	-62.95722
-65.26408	-65.35951
-68.12196	-61.84664
-97.25984	-56.04326
-66.11493	-58.79496
-62.18885	-55.83565
-68.26022	-53.98935
-71.33417	-62.52568
-70.51847	-57.75560
-65.68407	-62.91077
-65.16781	-78.96516
-72.57126	-82.73877
-65.52810	-62.49112
-73.84951	-55.30293
-60.62745	-58.02193
-56.25191	-51.80445
-64.05904	-56.10057
-56.73308	-60.09642
-60.54768	-62.31904
-65.66019	-57.06270
-58.30265	-72.63311
-61.43396	-65.54768
-59.86195	-55.93170
-70.71888	-61.29584
-80.54327	-62.03436
-61.47436	-60.94829
-61.63785	-68.94006
-62.19818	-85.56535
-60.50259	-55.01590
-58.79857	-59.40247
-66.61473	-60.99577
-80.68776	-57.83513
-59.48405	-54.50451
-58.75001	-51.69471
-60.72933	-54.15682
-88.84495	-52.82090
-58.06574	-54.80555
-61.07392	-49.99905
-53.46686	-50.48933
-52.62336	-47.51166
-53.46589	-46.71038
-52.59153	-46.66566
-51.83594	-44.33671
-52.31276	-44.53637
-60.88500	-45.16405
-52.75950	-45.33192
-52.36118	-44.12205
-51.21247	-45.38815
-50.77992	-45.19206
-48.05889	-45.21902
-50.13866	-46.23020
-54.35348	-47.03194
-59.29011	-49.29772
-55.91292	-49.75532
-51.79961	-49.56950
-54.61632	-50.29578
-52.08293	-47.03334
-52.61230	-48.51945
-51.42860	-52.72672
-52.23237	-56.09264
-52.68826	-54.21567
-70.04501	-54.17798
-51.34525	-51.51978
-54.51937	-52.04473
-62.40192	-51.93071
-58.69638	-52.96619
-65.81251	-54.62356
-58.53394	-52.99295
-49.21895	-51.96061
-51.90865	-53.19303
-52.95146	-55.11623
-48.54738	-57.45229
-49.76487	-52.37322
-53.00266	-49.91856
-47.98068	-48.68588
-47.55109	-51.95692
-48.38683	-51.95241
-47.22152	-48.22972
-50.99975	-50.20579
-45.51734	-48.72311
-47.19611	-46.38647
-45.67949	-48.83406
-45.41824	-46.99479
-43.46903	-46.02289
-42.49871	-45.05664
-46.43390	-47.74086
-46.14828	-45.18434
-44.61527	-44.88415
-43.13751	-46.72362
-44.08982	-42.36895
-44.39405	-42.30917
-44.61334	-41.37032
-46.84960	-41.75618
-45.48184	-43.63942
-44.72358	-43.82769
-43.94398	-44.37021
-46.11493	-44.81790
-45.06647	-47.07439
-45.77579	-51.43092
-46.74881	-64.54318
-46.62560	-53.88682
-48.95892	-54.74597
-51.01924	-66.03366
-49.65467	-58.50077
-51.74741	-51.50536
-54.36376	-49.23723
-52.74781	-53.33367
-50.49730	-53.38622
-54.44258	-59.49283
-57.36012	-47.62177
-51.40124	-50.65368
-55.16060	-52.73435
-56.47742	-57.03910
